product_id,text
600187,"Copper, CuCrZr - C18150, Solids, Clean"
30021,"Aluminium, Whrought Aluminium 2xxx series 1, Sheets, Other adhesions"
600191,Ms85 Messing
3010,Eisenspäne E5
18026,MACHINERY OR HARD BRASS SOLIDS
600087,"Edelstahl, V2A Schrott, Nirosta, Blechschrott"
600205,Stainless steel 1.4401
30010,"To consist of 1000 and/or 3000 series alloys , to be free of paper, plastic, excessively inked sheets, and any other contaminants. Minimum size of 3"" (8 cm) in any direction."
600209,Aluminium with Rubber
10161,"Shall consist of clean 18-8 type stainless steel clips and solids containing a minimum 7% nickel, 16% chrome, and have a maximum of .50% molybde­ num, .50% copper, .045% phosphorous, and .03% sulfur, and otherwise free of harmful contaminants. Particulars concerning physical description, grading, additional analysis, and preparation to be agreed upon between buyer and seller."
10181,Stromzähler - Analog
10166,Tin bars
600184,Edelstahl - EN 1.5231
600116,Iron sheet with Cu Coating 18% 
31025,"NEW, CLEAN ALUMINUM LITHOGRAPHIC SHEETS"
600037,Virutas de torneado de Al 226 sin tol.
30002,"Copper, Milberry 1, Granules, Clean"
600255,"TZ-Stanzabfälle, verzinkt, manganarm 14"
10209,Cable de aluminio y acero
31038,"Iron, E2, Sheets, Clean"
600265,This is a placeholder for eaton
10038,Convertidor catalítico XS
600122,"Copper, Phosphor bronze - CuSn12, Waste, Clean"
600001,"Stahl, gemischt"
10127,Chatarra de cobre
21649,Contactos de plata
11055,CrNi 18/8
10078,Aleación de aluminio
600058,"Aluminium, Whrought Aluminium 1050[45] series, Wire, Oxidized (rusted)"
10059,"Stecker, Au-haltig, mit Fe"
600034,Edelstahl 1.4313 (NC31)
30003,"Cobre granulado 1b (99,5 %)"
600099,Películas de rayos X
31074,"Aluminium, Cast Aluminium, Pipes, Clean"
17966,UBC
600101,"Iron, Stainless steel - 1.2083, Solids, Clean"
10175,"Old thin steel scrap predominantly less than 6 mm thick in sizes not exceeding 1,5x0,5x0,5 m prepared in a manner to ensure direct charging. If greater density is required it is recommended that maximum 1 metre is specified. May include light vehicle wheels, but must exclude vehicle body scrap and domestic appliances. Must be free of rebars and merchant bars, free of metallic copper, tin, lead (and alloys), mechanical pieces and steriles to meet the aimed analytical contents. Refer to points B) and C) of the general conditions."
600091,"Stainless steel - 1.4301, Precisely chopped trimmings"
600088,Stainless Steel - X6Cr17
10071,STAINLESS STEEL SCRAP
30005,Virutas de torneado de MS58
18019,Hartmetall Bohrer und Fräser
10019,"Shall consist of new, clean, unalloyed aluminum wire or cable free from hair wire, ACSR, wire screen, iron, insulation and other non-metallic items."
10157,Aluminium with copper
18006,"Chapa de aluminio, antigua, lacada"
10083,"Nickel, Nickel Alloy, Solids, Clean"
600210,"Iron, E2+E8 Iron, Punchings, Clean"
31001,"Shall consist of clean 18-8 type stainless steel clips and solids containing a minimum 7% nickel, 16% chrome, and have a maximum of .50% molybde­ num, .50% copper, .045% phosphorous, and .03% sulfur, and otherwise free of harmful contaminants. Particulars concerning physical description, grading, additional analysis, and preparation to be agreed upon between buyer and seller."
10220,Gussbronze Abfälle
600103,"Al99,5  Pakete, Neu"
18011,Al. Wheels 1% tol.
18008,"Shall consist of clean aluminum and copper radia­ tors, and/or aluminum fins on copper tubing, free of brass tubing, iron and other foreign contamination."
11055,Stainless - 1.4305
18036,"Brass, miscellaneous"
30025,"Shall consist of new, clean, uncoated and unpainted low copper aluminum scrap of two or more alloys with a minimum thickness of 0.015 inches (.38 mm) and to be free of 2000 and 7000 series, hair wire, wire screen, punchings less 1/2 inch (1.25 cm) diam­ eter, dirt, and other non-metallic items. Grease and oil not to total more than 1%. Variations to this speci­ fication should be agreed upon prior to shipment between the buyer and seller."
18011,"Shall consist of clean, single-piece, unplated aluminum wheels of a single specified alloy, free of all inserts, steel, wheel weights, valve stems, tires, grease and oil and other non-metallic items. Variations to this specification should be agreed upon prior to shipment between the buyer and seller."
10035,Mezcla de cobre estañado
30030,"Aluminium, Whrought Aluminium 6xxx series 2, Profile, Clean"
600036,Virutas de torneado de Al 226 tol. 5 %
18010,CLEAN MIXED OLD ALLOY SHEET ALUMINUM
31038,Stahlblech
600047,"Incinerated or burned material must be dry and not contain more than X% (% to be agreed upon by buyer and seller) ash from incineration, 4% maximum  free zinc, 1% maximum free magnesium, and 1.5% maximum of analytical iron. Not to contain more than a total 5% maximum of non-metallics, of which no more than 1% shall be rubber and plastics. To be free of excessively oxidized material, air bag canisters, or any sealed pressurized items. Any variation to be sold by special arrangement between buyer and seller .
and the seller. "
10128,Bimetall
600148,"Copper-plated punchings, production waste"
10072,"Aluminio, triturado"
30002,Copper granules 1b (1a with small q of ennameled)
18031,Test copper cable
600001,Acero variado
600097,"Aluminium, Mixed alloy, Granules, Cased in Aluminium"
10118,"Shall consist of miscellaneous, unalloyed copper wire having a nominal 96% copper content (mini­mum 94%) as determined by electrolytic assay. Should be free of the following: Excessively leaded, tinned, soldered copper wire; brass and bronze wire; excessive oil content, iron, and non-metallics; copper wire from burning; insulation; hair wire; brittle burnt wire; and should be reasonably free of ash. Hydrauli­ cally briquetted copper subject to agreement."
10206,Aluminium 7075 solids
600210,DC04 Stanzschrott
600151,Fe Stanz verzinkt
600044,"Aluminium, Cast Aluminium - AlSi7Mg, Turnings, Clean"
600075,E6 Neublech Pakete 
600067,"Acero inoxidable 1.7380 tubos, limpio"
10154,Aleación de acero y bronce
10197,Transformadores
18013,"Aluminium, Cast Aluminium, Solids, Clean"
600038,"Wrought Aluminium 6010 turnings, clean"
600088,AISI 430
18007,"Radiador de aluminio-cobre, limpio"
600091,"Stainless steel - 1.4301, Präzise gehackte Abschnitte"
30020,Pure aluminium sheets coated (1000-series) (duplicate)
600201,Acero inoxidable 1.4310 (NC12)
600053,MS63 Solids ols (oxidations)
18067,"Shall consist of yellow brass castings in crucible shape, no piece to measure more than 12 inches over any one part ; and shall be free of brass forgings, silicon bronze, aluminum bronze and manganese bronze, and not to contain more than 15% nickel plated material.   "
10004,Aluminium cable 60%
600112,"E2 and E8 are two specific grades of iron scrap defined by the Institute of Scrap Recycling Industries (ISRI) in North America. E2 iron scrap is typically made up of unalloyed steel or wrought iron with a thickness of at least 1/8 inch (3.175 mm). E8 iron scrap, on the other hand, contains a minimum of 0.5% copper and/or a minimum of 0.5% chrome and/or a minimum of 0.5% nickel, with a thickness of at least 1/4 inch (6.35 mm).

"
600056,"Zinc, Pure Zinc, Sheets, Oxidized (rusted)"
10251,Tombac
18014,Al. Castings 2% tol.
60001,"Copper, Milberry 2, Granules, Other adhesions"
600215,Cathode 
10127,"Shall consist of clean, unalloyed, uncoated copper clippings, punchings, bus bars, commutator segments, and clean copper tubing. Hydraulically briquetted cop­ per subject to agreement."
600210,"Fe punching waste, uncoated, low manganese"
600151,Acero de punzón galvanizado
18015,Aluspäne
18040,"Shall consist of clean 18-8 type stainless steel turn­ ings containing a minimum 7% nickel and 16% chrome, and to be free of nonferrous metals, non­ metallics, excessive iron, oil and other contaminants. Particulars concerning physical description, assay, and packaging to be agreed upon between buyer and seller."
10033,Barley
600095,"Copper, Phosphor bronze - CuSn12, Solids, Clean"
600085,"Aluminium, Mixed alloy, Ingot, Clean"
18034,"Copper, Cartidge brass, Cartridges, Clean"
18033,"Virutas de torneado de latón, diverso"
18070,"Zinnschrott, Lötzinn"
600047,BURNT FRAGMENTIZER ALUMINUM SCRAP (from Automobile Shredders)
600190,Galvanized iron scrap
10162,"Shall consist of miscellaneous copper-containing skimmings, grindings, ashes, irony brass and copper, residues and slags. Shall be free of insulated wires; copper chlorides; unprepared tangled material; large motors; pyrophoric material; asbestos brake lin­ ings; furnace bottoms; high lead materials; graphite crucibles; and noxious and explosive materials. Fine powdered material by agreement. Hydraulically bri­ quetted material subject to agreement."
21650,Discos de sierra de carburo de wolframio
10128,"Copper, MS58, Sheets, Clean"
10002,NEW PURE ALUMINUM WIRE AND CABLE
600159,Brass EDM Wire
600151,"Stahl-Stanzteile gemischt, verzinkt, verchromt"
18001,"Perfiles de aluminio, desnudos (nuevos)"
600068,Low alloy steel scrap for melting grade 1.7335
11055,"Shall consist of clean 18-8 type stainless steel clips and solids containing a minimum 7% nickel, 16% chrome, and have a maximum of .50% molybde­ num, .50% copper, .045% phosphorous, and .03% sulfur, and otherwise free of harmful contaminants. Particulars concerning physical description, grading, additional analysis, and preparation to be agreed upon between buyer and seller."
600101,Edelstahl - 1.2083
3011,Elektroblech
60001,Kupfer Raff Granulat
600147,6111 alloy aluminium
600121,Messing
600064,"Pig iron, also known as crude iron, is an intermediate product of the iron industry in the production of steel which is obtained by smelting iron ore in a blast furnace. Pig iron has a very high carbon content, typically 3.8–4.7%, along with silica and other constituents of dross, which makes it very brittle and not useful directly as a material except for limited applications.The traditional shape of the molds used for pig iron ingots is a branching structure formed in sand, with many individual ingots at right angles to a central channel or ""runner"", resembling a litter of piglets being nursed by a sow. When the metal had cooled and hardened, the smaller ingots (the ""pigs"") were simply broken from the runner (the ""sow""), hence the name ""pig iron"". As pig iron is intended for remelting, the uneven size of the ingots and the inclusion of small amounts of sand cause only insignificant problems considering the ease of casting and handling them."
600072,"Copper, Soudronic, Wire, Clean"
27733,Kleintrafos
600088,Edelstahl - 1.4016 Mischschrott
10017,Titan
600041,"Sólidos de cuproníquel, limpio"
600112,"E2 and E8 are two specific grades of iron scrap defined by the Institute of Scrap Recycling Industries (ISRI) in North America. E2 iron scrap is typically made up of unalloyed steel or wrought iron with a thickness of at least 1/8 inch (3.175 mm). E8 iron scrap, on the other hand, contains a minimum of 0.5% copper and/or a minimum of 0.5% chrome and/or a minimum of 0.5% nickel, with a thickness of at least 1/4 inch (6.35 mm).

The exact composition of E2 and E8 iron scrap can vary depending on the source and the specific product being referred to. However, in general, E2 scrap is made up of relatively clean, unalloyed steel or wrought iron, while E8 scrap can contain a range of alloying elements, including copper, chrome, and nickel, which can give it improved mechanical and/or corrosion-resistant properties. The specific amounts of these elements can vary depending on the source and the intended application of the scrap."
17966,POST-CONSUMER ALUMINUM CAN SCRAP
18030,No. 1 COPPER WIRE
18056,Fuentes de tensión
27735,NEW PRODUCTION ALUMINUM EXTRUSIONS
30001,No. 1 COPPER WIRE NODULES
600034,"Iron, Stainless steel - 1.4313, Solids, Clean"
600149,"Iron, Steel - 1.8928, Punchings, Clean"
11027,"Copper, Power supply, Electronics, On silicon board"
600064,Barreneisen
600089,AISI - 444
600274,Wood waste
10045,"Acero inoxidable, chatarra V2a, nirosta, virutas de torneado"
600088,Acero inoxidable 430
31031,NEW PRODUCTION ALUMINUM EXTRUSIONS
600109,Heat exchanger
10106,Stromverteilerkasten
600048,Messing Milbe (other contaminations)
10133,Latón contaminado
18001,"Shall consist of one alloy (typically 6063). Material may contain ""butt ends"" from the extrusion pro­ cess but must be free of any foreign contamination. Anodized material is acceptable. Painted material or alloys other than 6063 must be agreed upon by buyer and seller."
10049,STAINLESS STEEL SCRAP
10040,"Tin, Soldering tin 2, Wire, Clean"
600254,Stainless steel ingots
600100,"1.2080 D3 tool steel is one type oil-quenched steel; though small sections can be gas quenched after austenitization using vacuum. As a result, tools made with type D3 tool steel tend to be brittle during hardening."
18069,Rotguss-Späne
18039,V4A
10115,"Copper, Milberry 1, Wire, Silver plating"
4060,"Shall consist of No. 1 bare, uncoated, unalloyed cop­per wire , commonly known as Bare Bright copper wire. Wire gauge subject to agreement between buyer and seller. Green copper wire and hydrauli­ cally compacted material to be subject to agreement between buyer and seller."
18031,Test copper cable 24141
600142,Kupfer verzinkt
10031,Alu-Kabel 50%
600266,"Non-metal, Non-metal, Non-metal, Non-metallic attachments"
10016,"Aluminiumprofile, Shredderprofile"
10110,BRASS SHELL CASES WITH PRIMERS
18072,Reinzinn
600045,Clean Sheets 99% Al.
10091,Acero inoxidable - 1.4828
10117,"Máquinas, grandes"
10103,"To consist of 1000 and/or 3000 series alloys , to be free of paper, plastic, excessively inked sheets, and any other contaminants. Minimum size of 3"" (8 cm) in any direction."
18030,"Copper, Milberry 1, Cable - 60-40, Cased in plastic"
10070,Aluminium Shredder material
600072,Soudronic-Draht
31018,OLD NICKEL SILVER
18076,"Shall consist of new, clean, uncoated and unpainted aluminum scrap of one specified aluminum alloy with a minimum thickness of .015"" (.38 mm) and to be free of hair wire, wire screen, dirt and other non-metallic items. Oil and grease not to total more than 1%. Also free from punchings less than 1/2"" (1.27 cm) in size.   "
600082,Schussblei
10241,"Copper, Milberry 4, Turnings, Oxidized (rusted)"
10079,Cast iron
4060,Copper dust
18074,"Shall consist of new or unused, clean, zinc base die castings. Castings to be unplated, unpainted, and free from corrosion"
600207,"Aluminium, Mixed alloy, Component, Clean"
600112,"Iron, E2+E8 Iron, Sheets, Clean"
600062,Sólidos de CrSt
600153,Punzón 17 % cromo
10040,"Shall consist of lead base bearing metal containing not less than 8% tin, free from Allens metal, orna­mental, antimonial and type metal. Must be free from all zinc and excessive copper in the alloy."
10021,"Shall consist of new, clean, unalloyed aluminum wire or cable free from hair wire, ACSR, wire screen, iron, insulation and other non-metallic items."
10212,Elektromotoren - gross
600078,SECONDARY ALUMINIUM SCRAP
10103,"Aluminium, Geschmiedetes Aluminium 1050[45] Serie, Platten, Goldverkleidung"
10202,Hilo capilar de latón
30004,No. 2 COPPER WIRE
600001,Generic steel solids
600089,Stainless Steel - 1.4521
18057,"PCs, unstripped"
10218,"Copper, Milberry 4, Turnings, Clean"
10004,Cable de aluminio al 60 %
10127,No. 1 HEAVY COPPER SOLIDS AND TUBING
18065,Lead batteries
18067,Aleación de cobre
10175,Discos de freno
10119,Stainless steel - 1.4408
10018,Alu Billets 6060
10034,No. 1 COPPER WIRE
10091,STAINLESS STEEL SCRAP
31002,"Brass cocks and faucets, contaminated"
10194,SEGREGATED NEW ALUMINUM ALLOY CLIPPINGS AND SOLIDS
18047,Server backplanes
600051,"Copper, MS58, Pipes, Clean"
30053,"Iron, E8, Solids, Clean"
18035,"Shall consist of mixed yellow brass solids, including brass castings, rolled brass, rod brass, tubing and miscellaneous yellow brasses, including plated brass. Must be Must be free of manganese-bronze, aluminum-bronze, unsweated radiators or radiator parts, iron, and excessively dirty and corroded materials . Must also be free of any type of munitions including, but not limited to, bullet casings. "
18048,RAM with silver contacts
10203,Aluminium 6082 Pakete
31001,"Iron, Stainless steel - 1.2714, Solids, Clean"
10143,"Shall consist of No. 1 bare, uncoated, unalloyed cop­per wire , commonly known as Bare Bright copper wire. Wire gauge subject to agreement between buyer and seller. Green copper wire and hydrauli­ cally compacted material to be subject to agreement between buyer and seller."
30053,"Thick new production steel scrap predominantly more than 3 mm thick prepared in a manner to ensure direct charging. The steel scrap must be uncoated unless permitted by joint agreement and be free of rebars and merchant bars even from new production. Must be free of metallic copper, tin, lead (and alloys), mechanical pieces and steriles to meet the aimed analytical contents. Refer to points B) and C) of the general conditions."
30021,Chapas de AlCu revestidas (serie 2000)
